City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
602,kjollefjord,70.9457,27.3465,3.03,100,100,2.57,NO,01-12-2022 23:19:08
603,jinji,23.2281,110.8261,5.63,76,100,2.9,CN,01-12-2022 23:19:08
604,hualmay,-11.0964,-77.6139,20.82,80,10,3.68,PE,01-12-2022 23:19:08
605,neuquen,-38.9516,-68.0591,28.94,23,0,2.06,AR,01-12-2022 23:19:08
606,bowen,-20.0167,148.2333,23.5,65,100,3.76,AU,01-12-2022 23:19:08
607,iskateley,67.6803,53.1512,-7.62,96,100,4.01,RU,01-12-2022 23:19:08
608,tikhvin,59.6451,33.5294,-10.49,91,81,1.39,RU,01-12-2022 23:19:09
609,marsh harbour,26.5412,-77.0636,24.98,74,24,11.32,BS,01-12-2022 23:19:09
610,zhetysay,40.7333,68.3,0.58,58,100,2.08,KZ,01-12-2022 23:19:09
611,keti bandar,24.1447,67.4497,22.54,45,1,3.31,PK,01-12-2022 23:19:09
612,wenatchee,47.4235,-120.3103,1.21,84,100,0.89,US,01-12-2022 23:19:09
613,ancud,-41.8697,-73.8203,11.24,68,98,2.96,CL,01-12-2022 23:19:09
614,dandong,40.1292,124.3947,-7.99,30,0,1.62,CN,01-12-2022 23:16:24
615,key west,24.5557,-81.7826,30.0,71,40,7.2,US,01-12-2022 23:19:09
616,ouallam,14.3188,2.0866,24.16,16,30,3.46,NE,01-12-2022 23:19:10
617,sabla,12.7525,4.7077,23.56,22,39,3.9,NG,01-12-2022 23:19:10
618,encruzilhada do sul,-30.5439,-52.5219,21.88,77,63,1.95,BR,01-12-2022 23:19:10
619,olga,43.7444,135.2892,-15.2,72,2,2.45,RU,01-12-2022 23:19:10
620,oga,46.4631,10.347,-0.62,81,98,1.04,IT,01-12-2022 23:19:10
621,udachnyy,66.4167,112.4,-29.2,67,96,2.42,RU,01-12-2022 23:18:49
622,san luis,-33.295,-66.3356,23.32,33,25,5.89,AR,01-12-2022 23:19:10
623,gat,31.61,34.7642,16.89,67,0,2.23,IL,01-12-2022 23:18:36
624,tessalit,20.1986,1.0114,22.79,18,96,3.02,ML,01-12-2022 23:19:10
625,savonlinna,61.8699,28.88,-2.97,93,100,1.03,FI,01-12-2022 23:16:10
626,havre-saint-pierre,50.2334,-63.5986,1.0,74,100,9.77,CA,01-12-2022 23:19:11
627,camana,-16.6228,-72.7111,19.98,80,3,3.25,PE,01-12-2022 23:19:11
628,terre-de-bas,15.8501,-61.6442,25.88,73,1,7.18,GP,01-12-2022 23:19:11
629,umm lajj,25.0213,37.2685,23.82,55,9,4.42,SA,01-12-2022 23:19:12
630,acarau,-2.8856,-40.12,26.73,77,17,7.29,BR,01-12-2022 23:19:12
631,vestmanna,62.1564,-7.1664,9.51,100,100,7.72,FO,01-12-2022 23:19:12
632,rawson,-43.3002,-65.1023,21.75,38,55,14.26,AR,01-12-2022 23:19:12
633,velsk,61.0701,42.0983,-11.28,97,100,1.14,RU,01-12-2022 23:19:12
634,grindavik,63.8424,-22.4338,5.97,81,75,10.29,IS,01-12-2022 23:19:12
635,faya,18.3851,42.4509,12.06,64,22,0.41,SA,01-12-2022 23:19:13
636,namibe,-15.1961,12.1522,21.54,74,100,1.56,AO,01-12-2022 23:19:13
637,high rock,26.6208,-78.2833,25.01,74,37,11.08,BS,01-12-2022 23:19:13
638,cartagena,10.3997,-75.5144,27.79,74,20,4.12,CO,01-12-2022 23:18:21
639,crossville,35.949,-85.0269,4.41,51,0,1.79,US,01-12-2022 23:19:13
640,bam,29.106,58.357,13.59,34,0,3.13,IR,01-12-2022 23:19:13
641,kaeo,-35.1,173.7833,20.18,78,87,3.17,NZ,01-12-2022 23:19:13
642,ocos,14.5094,-92.1933,29.1,75,68,1.48,GT,01-12-2022 23:19:13
643,passagem franca,-6.1797,-43.7836,22.42,96,99,1.0,BR,01-12-2022 23:19:13
644,pueblo,38.2545,-104.6091,16.42,29,0,0.0,US,01-12-2022 23:19:13
645,smirnykh,49.75,142.8333,-15.13,87,80,1.95,RU,01-12-2022 23:19:14
646,khandyga,62.6667,135.6,-34.43,98,100,0.38,RU,01-12-2022 23:19:14
647,akyab,20.15,92.9,23.82,85,4,2.55,MM,01-12-2022 23:19:14
648,dryden,49.7833,-92.7503,-7.84,73,40,3.6,CA,01-12-2022 23:19:14
649,camopi,3.1655,-52.3158,22.67,99,49,1.26,GF,01-12-2022 23:19:14
650,jacqueville,5.2052,-4.4146,27.2,80,90,4.17,CI,01-12-2022 23:19:14
651,jucas,-6.5253,-39.5275,27.61,56,100,1.65,BR,01-12-2022 23:19:14
652,muskogee,35.5834,-95.3336,11.12,32,100,5.66,US,01-12-2022 23:19:14
653,florianopolis,-27.6146,-48.5012,22.57,88,40,1.03,BR,01-12-2022 23:18:18
654,dogondoutchi,13.6393,4.0287,25.0,19,12,3.77,NE,01-12-2022 23:19:14
655,zaraza,9.3503,-65.3245,23.91,77,14,3.72,VE,01-12-2022 23:19:15
656,ust-omchug,61.15,149.6333,-25.44,99,100,1.03,RU,01-12-2022 23:19:15
657,roald,62.5833,6.1333,4.86,75,0,4.12,NO,01-12-2022 23:19:15
658,mvuma,-19.2792,30.5283,14.42,78,19,1.97,ZW,01-12-2022 23:19:15
659,humaita,-7.5061,-63.0208,26.86,76,74,1.75,BR,01-12-2022 23:19:15
660,sibolga,1.7427,98.7792,23.4,91,100,0.97,ID,01-12-2022 23:19:16
661,sambava,-14.2667,50.1667,23.49,88,51,2.11,MG,01-12-2022 23:19:16
662,norrtalje,59.758,18.705,3.34,96,100,2.54,SE,01-12-2022 23:16:22
663,buchanan,5.8808,-10.0467,25.23,87,100,2.53,LR,01-12-2022 23:19:16
664,anchorage,61.2181,-149.9003,-7.82,87,0,2.06,US,01-12-2022 23:15:40
665,nargana,9.4428,-78.5906,26.68,74,13,5.39,PA,01-12-2022 23:19:16
666,ledyard,41.4398,-72.0142,4.15,48,5,2.24,US,01-12-2022 23:19:16
667,vikulovo,56.8167,70.6107,-24.33,94,23,2.19,RU,01-12-2022 23:19:16
668,chornobay,49.6708,32.3239,-1.27,53,100,5.17,UA,01-12-2022 23:19:16
669,urucara,-2.5364,-57.76,25.04,88,97,0.77,BR,01-12-2022 23:19:17
670,santa maria,-29.6842,-53.8069,25.15,58,3,2.37,BR,01-12-2022 23:19:17
671,coxim,-18.5067,-54.76,23.29,89,82,2.85,BR,01-12-2022 23:19:17
672,surt,31.2089,16.5887,16.33,44,16,3.76,LY,01-12-2022 23:19:17
673,kisangani,0.5167,25.2,19.73,99,74,0.72,CD,01-12-2022 23:19:17
674,ayan,56.45,138.1667,-18.41,68,69,6.81,RU,01-12-2022 23:19:17
